Timestamp (ms),X: (m/s^2),Y: (m/s^2),Z: (m/s^2)
56123,-1.399851,-9.770244,2.144046, 
56202,-1.428566,-9.734350,2.086616, 
56281,-1.581712,-9.684099,2.045936, 
56359,-1.502746,-9.679314,2.144046, 
56438,-1.541033,-9.641026,2.175153, 
56517,-1.421387,-9.717600,2.124902, 
56595,-1.368743,-9.705635,2.086616, 
56674,-1.519497,-9.662563,1.993292, 
56753,-1.600855,-9.619491,2.065080, 
56832,-1.622392,-9.650599,2.081830, 
56911,-1.624785,-9.600348,2.098580, 
56989,-1.478817,-9.703242,2.048329, 
57068,-1.586498,-9.698457,2.029186, 
57147,-1.619999,-9.657777,1.998078, 
57225,-1.629570,-9.667349,1.952613, 
57304,-1.619999,-9.715207,1.921505, 
57383,-1.500353,-9.748708,1.945434, 
57461,-1.584105,-9.705635,1.911934, 
57540,-1.617606,-9.717600,1.888005, 
57619,-1.658285,-9.636241,1.916719, 
57698,-1.569748,-9.641026,1.842539, 
57777,-1.445316,-9.633848,1.993292, 
57855,-1.600855,-9.705635,1.964578, 
57934,-1.552997,-9.772636,1.974149, 
58013,-1.588891,-9.703242,1.935863, 
58091,-1.591284,-9.772636,1.945434, 
58170,-1.574534,-9.722385,1.940648, 
58249,-1.526675,-9.739136,1.986114, 
58328,-1.581712,-9.664956,1.986114, 
58407,-1.555390,-9.684099,1.962185, 
58485,-1.519497,-9.643419,1.952613, 
58564,-1.548212,-9.703242,1.923898, 
58643,-1.667857,-9.629062,2.067473, 
58721,-1.464460,-9.727171,1.938256, 
58800,-1.478817,-9.672134,2.024400, 
58878,-1.452495,-9.741529,2.120116, 
58957,-1.550604,-9.698457,2.060294, 
59036,-1.488389,-9.698457,2.041151, 
59115,-1.502746,-9.681706,1.995685, 
59194,-1.514711,-9.703242,2.122509, 
59273,-1.507532,-9.717600,2.036365, 
59351,-1.526675,-9.705635,2.036365, 
59430,-1.560176,-9.698457,1.940648, 
59508,-1.655892,-9.650599,2.050722, 
59587,-1.524282,-9.722385,2.057901, 
59666,-1.459674,-9.691278,2.060294, 
59745,-1.536247,-9.662563,2.086616, 
59824,-1.545819,-9.729565,2.012436, 
59903,-1.624785,-9.652991,2.024400, 
59981,-1.552997,-9.698457,2.055508, 
60060,-1.552997,-9.684099,2.031579, 
60138,-1.557783,-9.619491,2.017221, 
60217,-1.533854,-9.688885,2.005257, 
60296,-1.617606,-9.638634,2.055508, 
60375,-1.474031,-9.775029,2.022007, 
60454,-1.500353,-9.664956,2.050722, 
60532,-1.560176,-9.717600,2.048329, 
60611,-1.531461,-9.691278,1.990900, 
60690,-1.576926,-9.693670,2.010043, 
60768,-1.552997,-9.669742,1.998078, 
60847,-1.541033,-9.691278,1.976542, 
60926,-1.576926,-9.698457,1.988507, 
61004,-1.569748,-9.672134,2.081830, 
61083,-1.497960,-9.727171,2.072258, 
61162,-1.536247,-9.691278,2.036365, 
61241,-1.505139,-9.715207,2.014829, 
61320,-1.531461,-9.660170,2.019614, 
61398,-1.619999,-9.655384,2.007650, 
61477,-1.521890,-9.650599,1.935863, 
61556,-1.493175,-9.696064,1.983721, 
61634,-1.545819,-9.633848,1.976542, 
61713,-1.512318,-9.751101,1.931077, 
61791,-1.562569,-9.638634,1.947827, 
61870,-1.514711,-9.712814,1.880826, 
61949,-1.588891,-9.619491,2.026793, 
76482,0.775302,-10.418722,3.460145, 
76487,0.758552,-10.363685,3.474503, 
76492,0.722658,-10.349327,3.500824, 
76497,0.595834,-10.342149,3.469717, 
76502,0.670014,-10.354114,3.584576, 
76506,0.516868,-10.289505,3.500824, 
76511,0.478582,-10.239254,3.433823, 
76516,0.394830,-10.227289,3.397929, 
76521,0.418759,-10.119608,3.409894, 
76526,0.385258,-10.148323,3.383572, 
76531,0.248862,-10.157895,3.390751, 
76536,0.205790,-10.112430,3.321357, 
76540,0.157932,-10.059786,3.347678, 
76544,0.131610,-10.045428,3.357250, 
76549,0.093323,-10.019106,3.295034, 
76554,0.071787,-10.009535,3.278284, 
76559,0.052644,-9.956890,3.194532, 
76564,0.107681,-9.899461,3.187354, 
76569,0.052644,-9.882710,3.067708, 
76574,0.059823,-9.818102,3.084459, 
76578,0.035894,-9.880318,3.122745, 
76582,0.002393,-9.906639,2.998314, 
76587,0.028715,-9.830067,2.981564, 
76592,0.028715,-9.782208,2.945670, 
76597,0.021536,-9.748708,2.871490, 
76602,0.002393,-9.763065,2.842775, 
76607,-0.019143,-9.786994,2.881061, 
76612,0.023929,-9.901854,2.907383, 
76617,-0.016750,-9.930569,2.916955, 
76622,-0.009572,-9.868353,2.916955, 
76627,-0.064609,-9.839638,2.818846, 
76632,-0.081359,-9.875532,2.799702, 
76637,-0.177075,-9.920997,2.773381, 
76642,-0.181861,-9.901854,2.785345, 
76647,-0.172289,-9.863567,2.761416, 
76652,-0.157932,-9.851603,2.802095, 
76657,-0.222540,-9.810924,2.861918, 
76662,-0.270399,-9.885103,2.802095, 
76666,-0.299114,-9.873138,2.837989, 
76671,-0.320650,-9.920997,2.837989, 
76675,-0.220148,-9.942533,2.847561, 
76679,-0.232112,-9.925783,2.895419, 
76684,-0.325435,-9.937747,2.902597, 
76689,-0.461831,-10.177038,2.852346, 
76694,-0.449867,-9.882710,2.869097, 
76699,-0.521654,-9.822887,2.821239, 
76704,-0.485760,-9.983212,2.787738, 
76709,-0.605406,-9.863567,2.821239, 
76714,-0.622156,-9.853995,2.852346, 
76719,-0.540797,-9.942533,2.799702, 
76724,-0.619763,-9.806137,2.893026, 
76729,-0.622156,-9.803744,2.837989, 
76734,-0.586262,-9.832459,2.876276, 
76739,-0.641299,-9.758279,2.895419, 
76744,-0.753766,-9.832459,2.895419, 
76749,-0.763338,-9.832459,2.983956, 
76754,-0.792053,-9.784601,2.936098, 
76759,-0.748980,-9.736743,2.957634, 
76764,-0.815982,-9.688885,2.914562, 
76768,-0.818375,-9.849210,2.952849, 
76772,-0.875804,-9.602740,2.976778, 
76777,-0.904519,-9.535739,2.919348, 
76782,-0.902126,-9.619491,2.950456, 
76787,-0.990664,-9.595561,2.950456, 
76792,-1.093559,-9.825280,2.938491, 
76797,-1.136631,-9.487881,2.964813, 
76802,-1.129453,-9.449594,2.861918, 
76807,-1.110309,-9.490273,2.871490, 
76812,-1.165346,-9.502238,2.869097, 
76816,-1.249098,-9.456773,2.938491, 
76821,-1.210811,-9.382592,2.902597, 
76826,-1.213204,-9.308413,2.869097, 
76831,-1.275420,-9.339520,2.840382, 
76836,-1.292170,-9.365842,2.933705, 
76841,-1.299349,-9.337128,2.900205, 
76846,-1.301742,-9.236626,2.897812, 
76851,-1.292170,-9.227054,2.979171, 
76856,-1.340029,-9.181588,3.034207, 
76860,-1.368743,-9.162445,3.046172, 
76865,-1.340029,-9.176803,3.067708, 
76870,-1.335243,-9.188767,3.053351, 
76875,-1.349600,-9.164838,3.041386, 
76880,-1.416602,-9.114587,3.046172, 
76885,-1.409423,-9.093051,3.105995, 
76890,-1.378315,-9.109801,3.048565, 
76895,-1.464460,-9.119372,3.053351, 
76900,-1.471638,-9.119372,3.046172, 
76904,-1.450102,-9.116980,3.055744, 
76909,-1.462067,-9.090658,3.115566, 
76914,-1.466853,-9.150480,3.113173, 
76919,-1.552997,-9.179195,3.072494, 
76924,-1.560176,-9.076301,3.060529, 
76929,-1.469246,-8.994942,3.072494, 
76934,-1.454888,-8.990156,3.086851, 
76939,-1.600855,-8.997334,3.263927, 
76944,-1.409423,-8.932726,3.139495, 
76948,-1.409423,-8.856153,3.189746, 
76952,-1.457281,-8.968619,3.122745, 
76957,-1.457281,-9.064336,3.094030, 
76962,-1.536247,-9.081086,3.062922, 
76967,-1.495568,-9.093051,3.082066, 
76971,-1.478817,-9.066729,3.060529, 
76975,-1.395065,-9.023657,3.024636, 
76980,-1.469246,-9.109801,3.048565, 
76985,-1.423780,-9.035621,3.036600, 
76990,-1.450102,-9.028442,3.084459, 
76995,-1.418995,-9.152873,3.072494, 
77000,-1.433352,-9.181588,3.079673, 
77005,-1.426173,-9.191160,3.031815, 
77010,-1.335243,-9.241411,3.041386, 
77015,-1.335243,-9.236626,3.017457, 
77020,-1.332850,-9.253376,3.034207, 
77025,-1.275420,-9.231839,3.055744, 
77030,-1.277813,-9.236626,3.062922, 
77035,-1.296956,-9.294055,3.067708, 
77040,-1.246705,-9.341913,3.105995, 
77045,-1.292170,-9.368236,3.065315, 
77050,-1.217990,-9.341913,3.043779, 
77055,-1.201240,-9.394557,3.046172, 
77060,-1.143810,-9.432844,3.079673, 
77065,-1.203633,-9.514202,3.101209, 
77070,-1.165346,-9.542917,3.117959, 
77075,-1.131845,-9.478309,3.103602, 
77079,-1.119881,-9.454380,3.084459, 
77083,-1.117488,-9.499846,3.086851, 
77088,-1.081594,-9.530953,3.103602, 
77093,-1.081594,-9.550097,3.117959, 
77098,-1.098345,-9.523774,3.079673, 
77103,-1.052880,-9.554882,3.036600, 
77108,-1.031343,-9.480701,3.053351, 
77113,-1.000236,-9.533346,3.048565, 
77118,-1.009807,-9.535739,3.105995, 
77123,-0.947592,-9.576418,3.105995, 
77128,-0.928448,-9.542917,3.149067, 
77133,-0.914091,-9.518989,3.077280, 
77138,-0.947592,-9.547704,3.127531, 
77143,-0.918877,-9.518989,3.046172, 
77148,-0.928448,-9.497452,3.048565, 
77153,-0.892555,-9.478309,3.053351, 
77158,-0.854268,-9.521381,3.072494, 
77163,-0.923663,-9.528560,3.058136, 
77167,-0.861447,-9.499846,3.086851, 
77171,-0.875804,-9.499846,3.062922, 
77175,-0.851875,-9.444808,3.007885, 
77180,-0.851875,-9.451987,3.015064, 
77185,-0.804017,-9.485488,3.062922, 
77190,-0.801624,-9.547704,3.053351, 
77195,-0.854268,-9.550097,3.031815, 
77200,-0.732230,-9.535739,3.022243, 
77205,-0.775302,-9.552489,3.058136, 
77210,-0.799231,-9.583597,3.127531, 
77215,-0.741802,-9.550097,3.105995, 
77219,-0.765731,-9.624276,3.127531, 
77224,-0.765731,-9.619491,3.158639, 
77229,-0.710694,-9.648206,3.199318, 
77234,-0.701122,-9.609919,3.070101, 
77239,-0.660443,-9.605133,3.153853, 
77244,-0.672407,-9.648206,3.129924, 
77249,-0.643692,-9.648206,3.101209, 
77254,-0.607799,-9.631455,3.084459, 
77259,-0.588655,-9.631455,3.062922, 
77263,-0.562333,-9.612311,3.127531, 
77267,-0.567119,-9.629062,3.105995, 
77272,-0.583870,-9.669742,3.110780, 
77277,-0.526440,-9.652991,3.072494, 
77282,-0.564726,-9.648206,3.072494, 
77287,-0.536011,-9.700850,3.046172, 
77292,-0.588655,-9.703242,3.048565, 
77297,-0.516868,-9.657777,3.000707, 
77302,-0.495332,-9.681706,2.921741, 
77307,-0.526440,-9.727171,2.926527, 
77312,-0.540797,-9.722385,2.943277, 
77317,-0.528833,-9.698457,3.003100, 
77322,-0.502511,-9.722385,3.000707, 
77327,-0.490546,-9.724778,2.993528, 
77332,-0.519261,-9.688885,2.957634, 
77336,-0.543190,-9.710421,2.971992, 
77341,-0.509689,-9.708028,2.991135, 
77346,-0.540797,-9.681706,3.005492, 
77351,-0.526440,-9.705635,2.993528, 
77356,-0.603013,-9.650599,3.019850, 
77361,-0.524047,-9.645813,2.967206, 
77366,-0.591048,-9.641026,2.979171, 
77371,-0.631728,-9.676920,3.005492, 
77376,-0.605406,-9.703242,2.995921, 
77381,-0.524047,-9.679314,2.955241, 
77385,-0.531226,-9.657777,2.955241, 
77389,-0.526440,-9.686492,3.000707, 
77394,-0.595834,-9.708028,3.000707, 
77399,-0.579084,-9.691278,2.971992, 
77404,-0.574298,-9.703242,2.969599, 
77409,-0.536011,-9.674527,2.983956, 
77414,-0.571905,-9.645813,2.986349, 
77419,-0.586262,-9.674527,2.948063, 
77424,-0.626942,-9.676920,2.916955, 
77429,-0.603013,-9.662563,2.864311, 
77434,-0.595834,-9.633848,2.840382, 
77439,-0.583870,-9.619491,2.845168, 
77444,-0.571905,-9.657777,2.881061, 
77449,-0.660443,-9.660170,2.837989, 
77454,-0.660443,-9.712814,2.785345, 
77459,-0.703515,-9.674527,2.775773, 
77464,-0.674800,-9.652991,2.797310, 
77469,-0.672407,-9.607526,2.785345, 
77474,-0.679586,-9.669742,2.885847, 
77479,-0.720265,-9.676920,2.837989, 
77483,-0.710694,-9.652991,2.828417, 
77487,-0.684372,-9.669742,2.885847, 
77492,-0.713087,-9.672134,2.881061, 
77497,-0.777695,-9.686492,2.883454, 
77502,-0.727444,-9.660170,2.928920, 
77507,-0.725051,-9.655384,2.943277, 
77512,-0.806410,-9.614705,2.924134, 
77517,-0.796838,-9.614705,2.931312, 
77522,-0.792053,-9.600348,2.969599, 
77527,-0.806410,-9.619491,2.971992, 
77532,-0.859054,-9.631455,3.027029, 
77537,-0.849482,-9.540524,3.003100, 
77542,-0.854268,-9.566847,2.986349, 
77547,-0.897341,-9.535739,2.986349, 
77552,-0.899733,-9.521381,3.060529, 
77557,-0.918877,-9.557275,3.096423, 
77562,-0.926055,-9.571632,3.065315, 
77567,-0.935627,-9.538132,3.048565, 
77572,-0.954770,-9.507024,2.979171, 
77576,-0.983485,-9.499846,3.074887, 
77580,-1.016986,-9.499846,2.991135, 
77585,-1.009807,-9.459166,3.007885, 
77590,-1.100738,-9.523774,2.943277, 
77595,-1.062451,-9.516596,2.936098, 
77600,-1.067237,-9.454380,2.928920, 
77605,-1.081594,-9.406522,2.976778, 
77610,-1.064844,-9.459166,2.974385, 
77615,-1.081594,-9.394557,3.046172, 
77620,-1.098345,-9.449594,3.031815, 
77624,-1.115095,-9.396950,3.034207, 
77629,-1.129453,-9.394557,3.029422, 
77634,-1.153382,-9.392164,3.065315, 
77639,-1.141417,-9.363449,3.091637, 
77644,-1.131845,-9.368236,3.070101, 
77649,-1.141417,-9.341913,3.113173, 
77654,-1.131845,-9.332341,3.084459, 
77659,-1.172525,-9.298841,3.089244, 
77664,-1.184489,-9.416093,3.077280, 
77668,-1.172525,-9.327556,3.043779, 
77673,-1.174918,-9.320377,3.065315, 
77678,-1.162953,-9.346699,3.015064, 
77683,-1.186882,-9.296448,3.043779, 
77688,-1.189275,-9.325163,3.041386, 
77693,-1.179704,-9.346699,3.079673, 
77698,-1.198847,-9.361056,3.050958, 
77703,-1.206026,-9.327556,3.101209, 
77708,-1.203633,-9.317985,3.079673, 
77712,-1.165346,-9.365842,3.096423, 
77716,-1.155775,-9.361056,3.113173, 
77721,-1.162953,-9.310805,3.082066, 
77726,-1.136631,-9.337128,3.043779, 
77731,-1.155775,-9.382592,3.113173, 
77736,-1.107916,-9.380199,3.120352, 
77741,-1.124667,-9.432844,3.089244, 
77746,-1.129453,-9.492666,3.120352, 
77751,-1.117488,-9.447201,3.117959, 
77756,-1.127060,-9.471130,3.129924, 
77761,-1.119881,-9.475916,3.113173, 
77766,-1.076809,-9.511809,3.149067, 
77771,-1.060058,-9.533346,3.139495, 
77776,-1.028950,-9.497452,3.146674, 
77781,-1.110309,-9.552489,3.115566, 
77786,-1.081594,-9.540524,3.120352, 
77791,-1.005021,-9.483095,3.139495, 
77796,-0.993057,-9.478309,3.122745, 
77800,-1.005021,-9.475916,3.146674, 
77804,-0.940413,-9.507024,3.151460, 
77808,-0.885376,-9.499846,3.170603, 
77813,-0.921270,-9.569240,3.180175, 
77818,-0.899733,-9.559668,3.161031, 
77823,-0.818375,-9.497452,3.163424, 
77828,-0.787267,-9.540524,3.144281, 
77833,-0.815982,-9.518989,3.110780, 
77838,-0.827946,-9.545310,3.077280, 
77843,-0.825553,-9.514202,3.060529, 
77847,-0.825553,-9.545310,3.043779, 
77852,-0.775302,-9.562060,3.077280, 
77857,-0.732230,-9.552489,3.029422, 
77862,-0.729837,-9.569240,3.062922, 
77867,-0.804017,-9.619491,3.089244, 
77872,-0.765731,-9.566847,3.055744, 
77877,-0.753766,-9.471130,3.074887, 
77882,-0.751373,-9.530953,3.091637, 
77887,-0.744194,-9.530953,3.129924, 
77891,-0.739409,-9.566847,3.129924, 
77895,-0.670014,-9.530953,3.127531, 
77900,-0.660443,-9.533346,3.110780, 
77905,-0.722658,-9.511809,3.108388, 
77910,-0.677193,-9.504631,3.091637, 
77915,-0.600620,-9.516596,3.067708, 
77920,-0.617370,-9.487881,3.060529, 
77925,-0.610192,-9.511809,3.038993, 
77930,-0.593441,-9.454380,3.019850, 
77935,-0.581477,-9.451987,2.995921, 
77939,-0.614977,-9.423272,2.943277, 
77944,-0.533619,-9.487881,2.986349, 
77949,-0.603013,-9.480701,2.931312, 
77954,-0.583870,-9.478309,2.969599, 
77959,-0.567119,-9.478309,2.943277, 
77964,-0.605406,-9.473523,2.936098, 
77969,-0.598227,-9.523774,2.907383, 
77974,-0.624549,-9.518989,2.857132, 
77979,-0.595834,-9.521381,2.900205, 
77983,-0.610192,-9.526167,2.907383, 
77987,-0.559941,-9.533346,2.912169, 
77992,-0.591048,-9.502238,2.916955, 
77997,-0.562333,-9.574025,2.952849, 
78002,-0.502511,-9.542917,2.902597, 
78007,-0.583870,-9.530953,2.931312, 
78012,-0.540797,-9.523774,2.883454, 
78017,-0.547976,-9.581204,2.876276, 
78022,-0.504904,-9.547704,2.826025, 
78027,-0.555155,-9.545310,2.926527, 
78032,-0.555155,-9.574025,2.909776, 
78037,-0.571905,-9.569240,2.919348, 
78042,-0.564726,-9.564454,2.909776, 
78047,-0.555155,-9.535739,2.981564, 
78052,-0.507297,-9.535739,2.928920, 
78057,-0.545583,-9.614705,2.969599, 
78062,-0.559941,-9.574025,2.998314, 
78067,-0.555155,-9.614705,2.998314, 
78072,-0.555155,-9.571632,3.055744, 
78077,-0.550369,-9.576418,3.046172, 
78082,-0.538404,-9.574025,3.079673, 
78087,-0.593441,-9.600348,3.050958, 
78092,-0.619763,-9.559668,3.048565, 
78097,-0.655657,-9.619491,3.072494, 
78102,-0.638906,-9.566847,3.094030, 
78106,-0.600620,-9.612311,3.101209, 
78110,-0.607799,-9.571632,3.046172, 
78115,-0.655657,-9.557275,3.050958, 
78120,-0.672407,-9.550097,3.110780, 
78125,-0.665228,-9.542917,3.084459, 
78130,-0.715479,-9.545310,3.172996, 
78135,-0.681979,-9.593168,3.153853, 
78140,-0.703515,-9.600348,3.120352, 
78145,-0.672407,-9.593168,3.082066, 
78150,-0.722658,-9.602740,3.098816, 
78155,-0.741802,-9.602740,3.101209, 
78160,-0.727444,-9.633848,3.122745, 
78165,-0.710694,-9.636241,3.122745, 
78170,-0.737016,-9.605133,3.098816, 
78175,-0.708301,-9.621883,3.091637, 
78180,-0.693943,-9.576418,3.084459, 
78185,-0.751373,-9.624276,3.072494, 
78190,-0.770516,-9.619491,3.108388, 
78195,-0.746587,-9.597955,3.098816, 
78200,-0.794446,-9.557275,3.077280, 
78204,-0.801624,-9.569240,3.065315, 
78208,-0.813589,-9.511809,3.115566, 
78213,-0.849482,-9.552489,3.105995, 
78218,-0.794446,-9.554882,3.139495, 
78223,-0.823160,-9.538132,3.122745, 
78228,-0.837518,-9.619491,3.141888, 
78233,-0.825553,-9.526167,3.134710, 
78238,-0.842304,-9.535739,3.120352, 
78243,-0.796838,-9.514202,3.149067, 
78248,-0.861447,-9.514202,3.077280, 
78252,-0.871019,-9.574025,3.084459, 
78257,-0.842304,-9.528560,3.086851, 
78262,-0.854268,-9.530953,3.077280, 
78267,-0.930841,-9.538132,3.096423, 
